date_time,count,speed1,speed2
2020-06-02 19:00:00,105,74,74
2020-06-02 19:15:00,94,74,75
2020-06-02 19:30:00,91,76,74.5
2020-06-02 19:45:00,105,73,73
2020-06-02 20:00:00,146,72.5,71
2020-06-02 20:15:00,149,69,69
2020-06-02 20:30:00,174,69,67
2020-06-02 20:45:00,133,65,67
2020-06-02 21:00:00,125,68,68
2020-06-02 21:15:00,121,68,66
2020-06-02 21:30:00,164,65,67
2020-06-02 21:45:00,129,68,69
2020-06-02 22:00:00,81,70,69
2020-06-02 22:15:00,103,68,70
2020-06-02 22:30:00,106,71,72
2020-06-02 22:45:00,95,72,71
2020-06-02 23:00:00,72,68.5,71
2020-06-02 23:15:00,61,74,73
2020-06-02 23:30:00,59,72,74
2020-06-02 23:45:00,79,75,74
2020-06-03 00:00:00,59,73,75
2020-06-03 00:15:00,47,77,77
2020-06-03 00:30:00,37,79,76
2020-06-03 00:45:00,50,74,76
2020-06-03 01:00:00,26,78,76
2020-06-03 01:15:00,28,73,76
2020-06-03 01:30:00,32,78.5,78
2020-06-03 01:45:00,24,76.5,76
2020-06-03 02:00:00,30,76,76
2020-06-03 02:15:00,25,76,76
2020-06-03 02:30:00,27,78,77
2020-06-03 02:45:00,16,77,76.5
2020-06-03 03:00:00,16,75,77
2020-06-03 03:15:00,19,80,80
2020-06-03 03:30:00,16,80.5,81
2020-06-03 03:45:00,7,81,85.5
2020-06-03 04:00:00,19,86,81
2020-06-03 04:15:00,16,76.5,85
2020-06-03 04:30:00,21,87,82
2020-06-03 04:45:00,16,73.5,80
2020-06-03 05:00:00,26,83,83
2020-06-03 05:15:00,24,83.5,82.5
2020-06-03 05:30:00,24,80,84
2020-06-03 05:45:00,23,86,86
2020-06-03 06:00:00,23,86,86
2020-06-03 06:15:00,32,86,86
2020-06-03 06:30:00,32,83.5,82
2020-06-03 06:45:00,36,81.5,81
2020-06-03 07:00:00,31,81,81
2020-06-03 07:15:00,40,81,81
2020-06-03 07:30:00,57,82,82
2020-06-03 07:45:00,44,82.5,83
2020-06-03 08:00:00,40,83,83
2020-06-03 08:15:00,50,81.5,81.5
2020-06-03 08:30:00,52,81.5,80.5
2020-06-03 08:45:00,46,80,81
2020-06-03 09:00:00,53,82,82
2020-06-03 09:15:00,63,81,81
2020-06-03 09:30:00,67,80,80
2020-06-03 09:45:00,61,80,79
2020-06-03 10:00:00,64,78.5,78
2020-06-03 10:15:00,70,78,79
2020-06-03 10:30:00,99,80,79
2020-06-03 10:45:00,75,78,78
2020-06-03 11:00:00,87,78,77
2020-06-03 11:15:00,96,76,77
2020-06-03 11:30:00,83,78,78.5
2020-06-03 11:45:00,75,79,78
2020-06-03 12:00:00,81,77,78
2020-06-03 12:15:00,82,78,77.5
2020-06-03 12:30:00,70,77,79
2020-06-03 12:45:00,95,80,79
2020-06-03 13:00:00,76,78,78
2020-06-03 13:15:00,82,79,78
2020-06-03 13:30:00,73,77,78.5
2020-06-03 13:45:00,69,80,79
2020-06-03 14:00:00,97,78,79
2020-06-03 14:15:00,74,79,79
2020-06-03 14:30:00,79,80,79.5
2020-06-03 14:45:00,69,78,78
2020-06-03 15:00:00,80,77,77
2020-06-03 15:15:00,72,77,77.5
2020-06-03 15:30:00,64,78.5,78
2020-06-03 15:45:00,89,77,79
2020-06-03 16:00:00,82,79,79
2020-06-03 16:15:00,76,79,79
2020-06-03 16:30:00,75,80,78.5
2020-06-03 16:45:00,95,78,76
2020-06-03 17:00:00,109,76,75
2020-06-03 17:15:00,110,75,75
2020-06-03 17:30:00,134,75,75
2020-06-03 17:45:00,96,75,75
2020-06-03 18:00:00,111,74,74
2020-06-03 18:15:00,109,73,73
2020-06-03 18:30:00,104,73,73
2020-06-03 18:45:00,116,74,73
2020-06-03 19:00:00,103,72,72
2020-06-03 19:15:00,113,73,71
2020-06-03 19:30:00,137,69,70
2020-06-03 19:45:00,162,70,70
2020-06-03 20:00:00,117,70,69
2020-06-03 20:15:00,118,68.5,67
2020-06-03 20:30:00,116,66,67
2020-06-03 20:45:00,112,68,68
2020-06-03 21:00:00,111,69,68
2020-06-03 21:15:00,97,68,68
2020-06-03 21:30:00,93,69,68
2020-06-03 21:45:00,95,68,69
2020-06-03 22:00:00,82,70,70
2020-06-03 22:15:00,88,69.5,69
2020-06-03 22:30:00,71,69,70.5
2020-06-03 22:45:00,69,71,72
2020-06-03 23:00:00,53,73,75
2020-06-03 23:15:00,66,76,76
2020-06-03 23:30:00,60,75.5,75
2020-06-03 23:45:00,54,74.5,74
2020-06-04 00:00:00,72,73,73
2020-06-04 00:15:00,55,71,75.5
2020-06-04 00:30:00,57,78,76
2020-06-04 00:45:00,50,76,77
2020-06-04 01:00:00,35,80,79.5
2020-06-04 01:15:00,37,78,77.5
2020-06-04 01:30:00,41,77,75
2020-06-04 01:45:00,20,71,74
2020-06-04 02:00:00,29,78,78
2020-06-04 02:15:00,12,77.5,80
2020-06-04 02:30:00,26,81.5,79.5
2020-06-04 02:45:00,14,78.5,78
2020-06-04 03:00:00,15,76,79
2020-06-04 03:15:00,10,80.5,79
2020-06-04 03:30:00,11,79,76
2020-06-04 03:45:00,8,75.5,77.5
2020-06-04 04:00:00,14,80.5,79
2020-06-04 04:15:00,7,78,78
2020-06-04 04:30:00,12,77.5,78
2020-06-04 04:45:00,11,78,77
2020-06-04 05:00:00,8,74,79
2020-06-04 05:15:00,13,80,80
2020-06-04 05:30:00,13,80,80
2020-06-04 05:45:00,10,82.5,82
2020-06-04 06:00:00,15,82,84
2020-06-04 06:15:00,26,85,83
2020-06-04 06:30:00,31,82,82
2020-06-04 06:45:00,22,82,83
2020-06-04 07:00:00,31,83,83
2020-06-04 07:15:00,41,83,83
2020-06-04 07:30:00,39,83,83
2020-06-04 07:45:00,50,82.5,82
2020-06-04 08:00:00,44,81,82
2020-06-04 08:15:00,47,83,81
2020-06-04 08:30:00,63,81,80
2020-06-04 08:45:00,42,79,82
2020-06-04 09:00:00,55,83,81.5
2020-06-04 09:15:00,55,78,79
2020-06-04 09:30:00,45,81,81
2020-06-04 09:45:00,74,81,81
2020-06-04 10:00:00,58,81.5,80.5
2020-06-04 10:15:00,58,80,79
2020-06-04 10:30:00,71,78,78
2020-06-04 10:45:00,71,78,78
2020-06-04 11:00:00,81,76,78
2020-06-04 11:15:00,75,78,78
2020-06-04 11:30:00,89,77,78
2020-06-04 11:45:00,89,78,77
2020-06-04 12:00:00,76,76,78
2020-06-04 12:15:00,89,78,78
2020-06-04 12:30:00,87,79,78
2020-06-04 12:45:00,90,78,77
2020-06-04 13:00:00,79,77,78
2020-06-04 13:15:00,75,78,80
2020-06-04 13:30:00,80,81,80
2020-06-04 13:45:00,68,77,80
2020-06-04 14:00:00,70,80.5,80
2020-06-04 14:15:00,63,78,79
2020-06-04 14:30:00,72,79.5,79
2020-06-04 14:45:00,70,78,79
2020-06-04 15:00:00,69,79,80
2020-06-04 15:15:00,68,80.5,79
2020-06-04 15:30:00,62,78,78
2020-06-04 15:45:00,58,77.5,78.5
2020-06-04 16:00:00,78,80,79
2020-06-04 16:15:00,80,79,79
2020-06-04 16:30:00,76,80,79
2020-06-04 16:45:00,91,78,78
2020-06-04 17:00:00,85,77,76
2020-06-04 17:15:00,92,75,75
2020-06-04 17:30:00,105,75,75
2020-06-04 17:45:00,117,74,73
2020-06-04 18:00:00,85,72,71
2020-06-04 18:15:00,139,71,69
2020-06-04 18:30:00,141,67,65
2020-06-04 18:45:00,152,64,65
2020-06-04 19:00:00,124,69,68.5
2020-06-04 19:15:00,98,68,69
2020-06-04 19:30:00,100,70,69
2020-06-04 19:45:00,108,68,68
2020-06-04 20:00:00,143,68,68
2020-06-04 20:15:00,110,67,67
2020-06-04 20:30:00,97,67,66
2020-06-04 20:45:00,111,66,65
2020-06-04 21:00:00,113,64,67
2020-06-04 21:15:00,121,68,68
2020-06-04 21:30:00,119,68,67
2020-06-04 21:45:00,113,66,66
2020-06-04 22:00:00,82,67.5,69
2020-06-04 22:15:00,77,71,71
2020-06-04 22:30:00,81,71,71.5
2020-06-04 22:45:00,81,72,72
2020-06-04 23:00:00,52,72.5,73
2020-06-04 23:15:00,65,74,73
2020-06-04 23:30:00,53,71,72.5
2020-06-04 23:45:00,75,74,73
2020-06-05 00:00:00,69,73,73
2020-06-05 00:15:00,57,73,72
2020-06-05 00:30:00,60,72,72
2020-06-05 00:45:00,45,70,74
2020-06-05 01:00:00,50,77,76
2020-06-05 01:15:00,23,75,74
2020-06-05 01:30:00,28,72.5,73.5
2020-06-05 01:45:00,40,75,77
2020-06-05 02:00:00,19,79,78
2020-06-05 02:15:00,21,77,78
2020-06-05 02:30:00,23,79,79
2020-06-05 02:45:00,29,80,77
2020-06-05 03:00:00,23,74,74
2020-06-05 03:15:00,21,77,78
2020-06-05 03:30:00,9,79,80
2020-06-05 03:45:00,16,81.5,82
2020-06-05 04:00:00,12,83,80
2020-06-05 04:15:00,12,74.5,80.5
2020-06-05 04:30:00,18,82.5,80.5
2020-06-05 04:45:00,20,79,79
2020-06-05 05:00:00,10,80,77
2020-06-05 05:15:00,7,75,80.5
2020-06-05 05:30:00,13,84,83.5
2020-06-05 05:45:00,15,80,81
2020-06-05 06:00:00,17,82,79
2020-06-05 06:15:00,14,75.5,81
2020-06-05 06:30:00,21,88,86
2020-06-05 06:45:00,26,83,83
2020-06-05 07:00:00,28,83,83
2020-06-05 07:15:00,23,81,81
2020-06-05 07:30:00,31,81,82.5
2020-06-05 07:45:00,23,84,82
2020-06-05 08:00:00,42,82,81
2020-06-05 08:15:00,39,80,80.5
2020-06-05 08:30:00,45,81,81.5
2020-06-05 08:45:00,47,82,81
2020-06-05 09:00:00,46,80.5,82
2020-06-05 09:15:00,39,83,83
2020-06-05 09:30:00,40,84,82
2020-06-05 09:45:00,63,81,81
2020-06-05 10:00:00,45,81,81
2020-06-05 10:15:00,56,80,80
2020-06-05 10:30:00,72,80,80
2020-06-05 10:45:00,82,80,80
2020-06-05 11:00:00,72,79,79
2020-06-05 11:15:00,70,79,79
2020-06-05 11:30:00,69,79,79
2020-06-05 11:45:00,94,79,78
2020-06-05 12:00:00,84,77,77
2020-06-05 12:15:00,85,77,78
2020-06-05 12:30:00,61,81,79
2020-06-05 12:45:00,70,77.5,79
2020-06-05 13:00:00,70,79.5,80
2020-06-05 13:15:00,57,80,79
2020-06-05 13:30:00,67,79,80
2020-06-05 13:45:00,85,80,80
2020-06-05 14:00:00,73,80,81
2020-06-05 14:15:00,67,81,80.5
2020-06-05 14:30:00,93,80,80
2020-06-05 14:45:00,64,78,77
2020-06-05 15:00:00,83,75,76
2020-06-05 15:15:00,75,76,77
2020-06-05 15:30:00,77,77,79
2020-06-05 15:45:00,61,80,78
2020-06-05 16:00:00,77,76,77
2020-06-05 16:15:00,88,77,77
2020-06-05 16:30:00,86,77.5,77
2020-06-05 16:45:00,99,76,75
2020-06-05 17:00:00,64,75,75
2020-06-05 17:15:00,71,76,77
2020-06-05 17:30:00,78,77.5,77
2020-06-05 17:45:00,81,76,76
2020-06-05 18:00:00,101,75,74
2020-06-05 18:15:00,97,73,71
2020-06-05 18:30:00,97,69,71
2020-06-05 18:45:00,106,74.5,71
2020-06-05 19:00:00,126,70,68
2020-06-05 19:15:00,123,67,68
2020-06-05 19:30:00,114,69,70
2020-06-05 19:45:00,109,70,70
2020-06-05 20:00:00,80,69.5,69
2020-06-05 20:15:00,116,69,69
2020-06-05 20:30:00,106,69,68
2020-06-05 20:45:00,104,68,68
2020-06-05 21:00:00,96,67.5,67
2020-06-05 21:15:00,95,66,67
2020-06-05 21:30:00,91,68,68
2020-06-05 21:45:00,78,69,70
2020-06-05 22:00:00,57,72,73
2020-06-05 22:15:00,78,74,73
2020-06-05 22:30:00,82,72.5,72
2020-06-05 22:45:00,84,71,72
2020-06-05 23:00:00,63,74,73
2020-06-05 23:15:00,75,72,72
2020-06-05 23:30:00,51,73,72.5
2020-06-05 23:45:00,77,72,73
2020-06-06 00:00:00,62,73,73
2020-06-06 00:15:00,66,74,75
2020-06-06 00:30:00,31,75,76
2020-06-06 00:45:00,46,76.5,77
2020-06-06 01:00:00,30,77.5,78
2020-06-06 01:15:00,29,79,79
2020-06-06 01:30:00,29,79,78.5
2020-06-06 01:45:00,21,78,78
2020-06-06 02:00:00,31,78,81
2020-06-06 02:15:00,18,83.5,80.5
2020-06-06 02:30:00,22,77.5,78
2020-06-06 02:45:00,24,78,78
2020-06-06 03:00:00,14,78,78
2020-06-06 03:15:00,14,79,75.5
2020-06-06 03:30:00,16,70.5,73
2020-06-06 03:45:00,11,78,83.5
2020-06-06 04:00:00,13,85,85
2020-06-06 04:15:00,12,78.5,79
2020-06-06 04:30:00,16,80.5,82
2020-06-06 04:45:00,11,84,83
2020-06-06 05:00:00,28,82.5,81
2020-06-06 05:15:00,19,79,78.5
2020-06-06 05:30:00,19,78,82
2020-06-06 05:45:00,30,82.5,83
2020-06-06 06:00:00,44,83,79
2020-06-06 06:15:00,51,74,74
2020-06-06 06:30:00,76,74,73
2020-06-06 06:45:00,107,73,73
2020-06-06 07:00:00,101,73,73
2020-06-06 07:15:00,92,74,72.5
2020-06-06 07:30:00,96,71,71
2020-06-06 07:45:00,104,71,71
2020-06-06 08:00:00,107,72,72
2020-06-06 08:15:00,131,71,71
2020-06-06 08:30:00,136,69,70
2020-06-06 08:45:00,132,71,71
2020-06-06 09:00:00,144,72,68
2020-06-06 09:15:00,150,66,66
2020-06-06 09:30:00,158,66,66.5
2020-06-06 09:45:00,136,67,68
2020-06-06 10:00:00,121,69,70
2020-06-06 10:15:00,123,70,71
2020-06-06 10:30:00,166,72,70
2020-06-06 10:45:00,151,69,71
2020-06-06 11:00:00,163,72,72
2020-06-06 11:15:00,142,71,73
2020-06-06 11:30:00,159,74,72
2020-06-06 11:45:00,186,71,72
2020-06-06 12:00:00,158,72.5,73
2020-06-06 12:15:00,176,74,73
2020-06-06 12:30:00,166,72,72.5
2020-06-06 12:45:00,128,73,73
2020-06-06 13:00:00,168,74,74
2020-06-06 13:15:00,164,73.5,74
2020-06-06 13:30:00,167,74,73
2020-06-06 13:45:00,167,72,71
2020-06-06 14:00:00,141,71,71
2020-06-06 14:15:00,141,72,72
2020-06-06 14:30:00,151,73,72
2020-06-06 14:45:00,146,72,72
2020-06-06 15:00:00,104,71,73
2020-06-06 15:15:00,110,74,73
2020-06-06 15:30:00,92,73,73
2020-06-06 15:45:00,104,74,75
2020-06-06 16:00:00,135,75,74
2020-06-06 16:15:00,151,73,74
2020-06-06 16:30:00,163,75,74
2020-06-06 16:45:00,122,73.5,73
2020-06-06 17:00:00,115,72,72
2020-06-06 17:15:00,124,72,73
2020-06-06 17:30:00,87,75,73
2020-06-06 17:45:00,109,72,73
2020-06-06 18:00:00,87,73,72
2020-06-06 18:15:00,135,71,73
2020-06-06 18:30:00,93,75,75
2020-06-06 18:45:00,58,75.5,76
2020-06-06 19:00:00,75,76,75
2020-06-06 19:15:00,97,74,74
2020-06-06 19:30:00,134,73.5,75
2020-06-06 19:45:00,85,76,75.5
2020-06-06 20:00:00,113,75,75
2020-06-06 20:15:00,115,75,73
2020-06-06 20:30:00,116,72.5,71
2020-06-06 20:45:00,129,70,70
2020-06-06 21:00:00,123,70,71
2020-06-06 21:15:00,106,71,71
2020-06-06 21:30:00,92,70,69.5
2020-06-06 21:45:00,118,69,71
2020-06-06 22:00:00,107,72,73
2020-06-06 22:15:00,87,76,73
2020-06-06 22:30:00,98,72,73
2020-06-06 22:45:00,58,77,77
2020-06-06 23:00:00,52,75.5,75
2020-06-06 23:15:00,58,75,75
2020-06-06 23:30:00,34,77,73
2020-06-06 23:45:00,36,71,72
2020-06-07 00:00:00,29,73,75
2020-06-07 00:15:00,47,77,77
2020-06-07 00:30:00,22,77.5,73.5
2020-06-07 00:45:00,32,72.5,73
2020-06-07 01:00:00,15,77,79
2020-06-07 01:15:00,24,79,79
2020-06-07 01:30:00,15,72,75.5
2020-06-07 01:45:00,13,78,76
2020-06-07 02:00:00,20,72,75
2020-06-07 02:15:00,17,75,75
2020-06-07 02:30:00,16,75,76.5
2020-06-07 02:45:00,8,80,79
2020-06-07 03:00:00,11,79,76.5
2020-06-07 03:15:00,15,75,76
2020-06-07 03:30:00,6,78.5,83
2020-06-07 03:45:00,13,84,83
2020-06-07 04:00:00,8,77,84
2020-06-07 04:15:00,13,85,83
2020-06-07 04:30:00,13,81,81
2020-06-07 04:45:00,18,82,81
2020-06-07 05:00:00,13,81,80
2020-06-07 05:15:00,15,80,81
2020-06-07 05:30:00,17,81,82.5
2020-06-07 05:45:00,31,83,82
2020-06-07 06:00:00,36,81,78
2020-06-07 06:15:00,57,75,75
2020-06-07 06:30:00,97,75,73
2020-06-07 06:45:00,90,70.5,70
2020-06-07 07:00:00,71,70,71
2020-06-07 07:15:00,104,72,71
2020-06-07 07:30:00,109,70,71
2020-06-07 07:45:00,92,71,72
2020-06-07 08:00:00,123,72,71
2020-06-07 08:15:00,132,70,69
2020-06-07 08:30:00,120,68,68
2020-06-07 08:45:00,174,68.5,68
2020-06-07 09:00:00,150,67,67
2020-06-07 09:15:00,143,67,67
2020-06-07 09:30:00,147,67,67
2020-06-07 09:45:00,206,66,67
2020-06-07 10:00:00,157,68,68
2020-06-07 10:15:00,145,69,67
2020-06-07 10:30:00,167,65,66
2020-06-07 10:45:00,148,67,68
2020-06-07 11:00:00,138,69,70
2020-06-07 11:15:00,139,71,69
2020-06-07 11:30:00,162,68,67
2020-06-07 11:45:00,200,67,67
2020-06-07 12:00:00,171,67,68
2020-06-07 12:15:00,169,68,69
2020-06-07 12:30:00,137,69,69
2020-06-07 12:45:00,161,70,70
2020-06-07 13:00:00,142,69.5,70
2020-06-07 13:15:00,177,70,70
2020-06-07 13:30:00,147,71,70
2020-06-07 13:45:00,133,70,70
2020-06-07 14:00:00,152,70,70
2020-06-07 14:15:00,150,70,70
2020-06-07 14:30:00,152,70,70
2020-06-07 14:45:00,152,70,71
2020-06-07 15:00:00,160,72,72
2020-06-07 15:15:00,151,71,70
2020-06-07 15:30:00,128,69,68
2020-06-07 15:45:00,96,65,69
2020-06-07 16:00:00,79,70,71
2020-06-07 16:15:00,84,72,72
2020-06-07 16:30:00,69,73,73
2020-06-07 16:45:00,108,72,73
2020-06-07 17:00:00,77,73,74
2020-06-07 17:15:00,78,74,75
2020-06-07 17:30:00,75,75,72.5
2020-06-07 17:45:00,127,70,70
2020-06-07 18:00:00,133,70,70
2020-06-07 18:15:00,97,71,74.5
2020-06-07 18:30:00,79,75,72
2020-06-07 18:45:00,80,61,68
2020-06-07 19:00:00,71,73,74
2020-06-07 19:15:00,85,75,75
2020-06-07 19:30:00,68,75.5,76
2020-06-07 19:45:00,84,77,76
2020-06-07 20:00:00,82,76,74
2020-06-07 20:15:00,130,73,72
2020-06-07 20:30:00,134,70,70
2020-06-07 20:45:00,123,69,69
2020-06-07 21:00:00,129,67,69
2020-06-07 21:15:00,113,69,69
2020-06-07 21:30:00,122,70,70
2020-06-07 21:45:00,118,71.5,71
2020-06-07 22:00:00,104,70,70
2020-06-07 22:15:00,98,70,71
2020-06-07 22:30:00,73,74,74
2020-06-07 22:45:00,68,73.5,73.5
2020-06-07 23:00:00,64,73.5,74
2020-06-07 23:15:00,48,74,74
2020-06-07 23:30:00,60,73.5,76
2020-06-07 23:45:00,34,77.5,76
2020-06-08 00:00:00,30,73.5,74
2020-06-08 00:15:00,33,76,75
2020-06-08 00:30:00,33,75,77
2020-06-08 00:45:00,24,78.5,79
2020-06-08 01:00:00,22,79,79
2020-06-08 01:15:00,28,79.5,80
2020-06-08 01:30:00,25,80,78
2020-06-08 01:45:00,6,76,77
2020-06-08 02:00:00,13,79,77
2020-06-08 02:15:00,12,75,78
2020-06-08 02:30:00,23,79,78.5
2020-06-08 02:45:00,13,78,79
2020-06-08 03:00:00,9,80,79
2020-06-08 03:15:00,12,78,78
2020-06-08 03:30:00,7,78,75
2020-06-08 03:45:00,7,63,67.5
2020-06-08 04:00:00,5,76,82
2020-06-08 04:15:00,8,87.5,80
2020-06-08 04:30:00,9,76,79.5
2020-06-08 04:45:00,11,81,81
2020-06-08 05:00:00,15,83,79
2020-06-08 05:15:00,18,79,81.5
2020-06-08 05:30:00,8,84,83
2020-06-08 05:45:00,33,83,84
2020-06-08 06:00:00,39,85,78
2020-06-08 06:15:00,65,76,74
2020-06-08 06:30:00,93,72,72
2020-06-08 06:45:00,89,71,69
2020-06-08 07:00:00,82,68,70
2020-06-08 07:15:00,95,71,72
2020-06-08 07:30:00,98,73,72
2020-06-08 07:45:00,96,72,71
2020-06-08 08:00:00,114,71,70
2020-06-08 08:15:00,145,70,68
2020-06-08 08:30:00,176,67,68
2020-06-08 08:45:00,173,69,68
2020-06-08 09:00:00,151,67,67
2020-06-08 09:15:00,154,67,68
2020-06-08 09:30:00,120,69,68
2020-06-08 09:45:00,135,68,68
2020-06-08 10:00:00,149,69,67
2020-06-08 10:15:00,171,65,66
2020-06-08 10:30:00,166,66,66
